name,version,type,license,license-url,license-source
org.hyperledger.besu:besu-datatypes,24.3.3,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu.internal:rlp,24.3.3,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu.internal:algorithms,24.3.3,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu:evm,24.3.3,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu:bls12-381,0.8.2,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu:blake2bf,0.8.2,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu:secp256k1,0.8.2,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu:secp256r1,0.8.2,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
org.hyperledger.besu:arithmetic,0.8.2,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/hyperledger/besu/?tab=Apache-2.0-1-ov-file#readme
com.google.protobuf:protobuf-java,4.28.2,java,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://developers.google.com/open-source/licenses/bsd
com.google.protobuf:protobuf-javalite,3.21.9,java,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://developers.google.com/open-source/licenses/bsd
com.google.protobuf:protobuf-javalite,3.25.3,java,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://developers.google.com/open-source/licenses/bsd
ch.qos.logback:logback-core,1.5.6,java,Eclipse Public License v1.0,https://www.eclipse.org/legal/epl-v10.html,https://github.com/qos-ch/logback?tab=License-1-ov-file#readme
ch.qos.logback:logback-classic,1.5.6,java,Eclipse Public License v1.0,https://www.eclipse.org/legal/epl-v10.html,https://github.com/qos-ch/logback?tab=License-1-ov-file#readme
com.open-elements.hedera:hedera-base,0.10.0-SNAPSHOT,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,-
com.open-elements.hedera:hedera-spring,0.10.0-SNAPSHOT,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,-
io.github.x-stream:mxparser,1.2.2,java,"Indiana University Extreme! Lab Software License, Version 1.2",https://github.com/x-stream/mxparser/blob/master/LICENSE.txt,https://github.com/x-stream/mxparser/blob/master/LICENSE.txt
com.thoughtworks.xstream:xstream,1.4.20,java,BSD-Style,https://github.com/x-stream/xstream?tab=License-1-ov-file#readme,https://github.com/x-stream/xstream?tab=License-1-ov-file#readme
net.java.dev.jna:jna,5.14.0,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/java-native-access/jna?tab=License-1-ov-file#readme
org.checkerframework:checker-qual,3.41.0,java,MIT,Unknown,https://github.com/typetools/checker-framework/blob/master/checker-qual/LICENSE.txt
tech.pegasys:jc-kzg-4844,0.8.0,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/Consensys/jc-kzg-4844?tab=Apache-2.0-1-ov-file#readme
jakarta.annotation:jakarta.annotation-api,2.1.1,java,EPL-2.0,Unknown,https://github.com/jakartaee/common-annotations-api/blob/master/LICENSE.md
javax.annotation:javax.annotation-api,1.3.2,java,CCDL 1.1,Unknown,https://github.com/javaee/javax.annotation/blob/master/LICENSE
jakarta.interceptor:jakarta.interceptor-api,2.1.0,java,EPL-2.0,Unknown,https://github.com/jakartaee/interceptors/blob/master/LICENSE.md
org.graalvm.sdk:nativeimage,23.1.2,java,GPL 2.0 with the Classpath Exception,Unknown,https://github.com/oracle/graal/blob/master/LICENSE
jakarta.el:jakarta.el-api,5.0.0,java,EPL-2.0,Unknown,https://github.com/jakartaee/expression-language/blob/master/LICENSE.md
jakarta.ws.rs:jakarta.ws.rs-api,3.1.0,java,EPL-2.0,Unknown,https://github.com/jakartaee/rest/blob/main/LICENSE.md
jakarta.transaction:jakarta.transaction-api,2.0.1,java,EPL-2.0,Unknown,https://github.com/jakartaee/transactions/blob/master/LICENSE.md
org.eclipse.parsson:parsson,1.1.6,java,EPL-2.0,Unknown,https://github.com/eclipse-ee4j/parsson/blob/master/LICENSE.md
org.checkerframework:checker-qual,3.33.0,java,MIT,Unknown,https://github.com/typetools/checker-framework/blob/master/checker-qual/LICENSE.txt
org.graalvm.sdk:word,23.1.2,java,GPL 2.0 with the Classpath Exception,Unknown,https://github.com/oracle/graal/blob/master/LICENSE
org.codehaus.plexus:plexus-classworlds,2.8.0,java,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/codehaus-plexus/plexus-classworlds?tab=License-1-ov-file#readme
jakarta.json:jakarta.json-api,2.1.0,java,EPL-2.0,Unknown,https://github.com/jakartaee/jsonp-api/blob/master/LICENSE.md
org.checkerframework:checker-qual,3.37.0,java,MIT License,https://api.github.com/licenses/mit,https://repo1.maven.org/maven2/org/checkerframework/checker-qual/3.33.0/checker-qual-3.33.0.pom
@web3-storage/w3up-client,16.0.0,js,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/storacha/w3up?tab=License-1-ov-file#readme
@ethereumjs/util,9.1.0,js,Mozilla Public License 2.0,https://api.github.com/licenses/mpl-2.0,https://github.com/ethereumjs/ethereumjs-monorepo/blob/master/packages/util/LICENSE
@ethereumjs/rlp,5.0.2,js,Mozilla Public License 2.0,https://api.github.com/licenses/mpl-2.0,https://github.com/ethereumjs/ethereumjs-monorepo/blob/master/packages/rlp/LICENSE
@ethereumjs/trie,6.2.1,js,Mozilla Public License 2.0,https://api.github.com/licenses/mpl-2.0,https://github.com/ethereumjs/ethereumjs-monorepo/tree/27e2c0276e25b8b5d29615752c56e2563fe1ca1e/packages/trie
@fortawesome/fontawesome-svg-core,6.6.0,js,MIT License,https://api.github.com/licenses/mit,https://github.com/FortAwesome/Font-Awesome?tab=License-1-ov-file#readme
@fortawesome/free-solid-svg-icons,6.6.0,js,CC-BY-4.0 AND MIT,https://www.npmjs.com/package/@fortawesome/free-brands-svg-icons,https://www.npmjs.com/package/@fortawesome/free-brands-svg-icons
@fortawesome/free-brands-svg-icons,6.6.0,js,CC-BY-4.0 AND MIT,https://www.npmjs.com/package/@fortawesome/free-brands-svg-icons,https://www.npmjs.com/package/@fortawesome/free-brands-svg-icons
@hashgraph/json-rpc-config-service,0.60.0-SNAPSHOT,js,Apache License 2.0,Unknown,Unknown
@hashgraph/json-rpc-server,0.60.0-SNAPSHOT,js,Apache License 2.0,Unknown,Unknown
@hashgraph/json-rpc-relay,0.60.0-SNAPSHOT,js,Apache License 2.0,Unknown,Unknown
@hashgraph/json-rpc-ws-server,0.60.0-SNAPSHOT,js,Apache License 2.0,Unknown,Unknown
rlp,3.0.0,js,Mozilla Public License 2.0,https://api.github.com/licenses/mpl-2.0,https://www.npmjs.com/package/rlp
lodash,4.17.21,js,MIT License,https://api.github.com/licenses/mit,https://www.npmjs.com/package/lodash
axios-retry,3.9.1,js,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://www.npmjs.com/package/axios-retry
blessed,0.1.81,js,MIT License,https://api.github.com/licenses/mit,https://www.npmjs.com/package/blessed
blessed-terminal,0.1.22,js,MIT License,https://api.github.com/licenses/mit,https://www.npmjs.com/package/blessed-terminal
@kabuto-sh/ns,0.14.2,js,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://www.npmjs.com/package/@kabuto-sh/ns
multiformats,13.3.0,js,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://www.npmjs.com/package/multiformats
file-saver,2.0.5,js,MIT License,https://api.github.com/licenses/mit,https://www.npmjs.com/package/file-saver
cel.dev/expr,v0.15.0,go,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/google/cel-spec?tab=Apache-2.0-1-ov-file#readme
cloud.google.com/go/compute/metadata,v0.3.0,go,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/googleapis/google-cloud-go?tab=Apache-2.0-1-ov-file#readme
github.com/DataDog/zstd,v1.4.5,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/DataDog/zstd/blob/1.x/LICENSE
github.com/DataDog/zstd,v1.5.5,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/DataDog/zstd/blob/1.x/LICENSE
